,user_name,generated_on,train_loss,grad_norm,learning_rate,epoch,step_x,val_loss,eval_matthews_correlation,eval_runtime,eval_samples_per_second,eval_steps_per_second,step_y,model_string,dataset_name,task_name,used_adapter,adapter_type
0,saad,2024-07-25 23:45:49.572793,0.4692,2.9115164279937744,4.5e-05,1.0,1069,0.4083418846130371,0.5532122564572604,3.9981,260.874,32.766,1069,google/electra-base-discriminator,glue,cola,True,ia3
1,saad,2024-07-25 23:45:49.572793,0.4523,1.467054843902588,4e-05,2.0,2138,0.40604227781295776,0.54781790671712,4.0108,260.046,32.662,2138,google/electra-base-discriminator,glue,cola,True,ia3
2,saad,2024-07-25 23:45:49.572793,0.4302,2.480886697769165,3.5e-05,3.0,3207,0.3961673080921173,0.5499492780843731,3.9978,260.896,32.768,3207,google/electra-base-discriminator,glue,cola,True,ia3
3,saad,2024-07-25 23:45:49.572793,0.4281,1.8060041666030884,3e-05,4.0,4276,0.456181138753891,0.5137131200677547,3.9741,262.45,32.964,4276,google/electra-base-discriminator,glue,cola,True,ia3
4,saad,2024-07-25 23:45:49.572793,0.4309,3.378296375274658,2.5e-05,5.0,5345,0.4248233437538147,0.5311708468019721,3.9911,261.334,32.823,5345,google/electra-base-discriminator,glue,cola,True,ia3
5,saad,2024-07-25 23:45:49.572793,0.4204,1.725098729133606,2e-05,6.0,6414,0.4073142111301422,0.5392823485107089,3.9928,261.221,32.809,6414,google/electra-base-discriminator,glue,cola,True,ia3
6,saad,2024-07-25 23:45:49.572793,0.41,2.7234292030334473,1.5e-05,7.0,7483,0.3976164758205414,0.5576106804001113,4.0194,259.491,32.592,7483,google/electra-base-discriminator,glue,cola,True,ia3
7,saad,2024-07-25 23:45:49.572793,0.4117,4.440332412719727,1e-05,8.0,8552,0.3926883041858673,0.5654865997646326,3.9892,261.457,32.839,8552,google/electra-base-discriminator,glue,cola,True,ia3
8,saad,2024-07-25 23:45:49.572793,0.41,4.5391082763671875,5e-06,9.0,9621,0.38550761342048645,0.5762564573315502,4.013,259.908,32.644,9621,google/electra-base-discriminator,glue,cola,True,ia3
9,saad,2024-07-25 23:45:49.572793,0.413,3.9685425758361816,0.0,10.0,10690,0.3925953805446625,0.5682065493651185,4.0039,260.494,32.718,10690,google/electra-base-discriminator,glue,cola,True,ia3
10,saad,2024-07-25 23:45:49.572793,0.413,3.9685425758361816,0.0,10.0,10690,0.3925953805446625,0.5682065493651185,3.9891,261.465,32.84,10690,google/electra-base-discriminator,glue,cola,True,ia3
0,saad,2024-07-25 23:45:49.572793,0.6024,2.7346878051757812,4.5e-05,1.0,1069,0.5991885662078857,0.04161454566059593,4.2404,245.968,30.893,1069,google/electra-base-discriminator,glue,cola,True,prompt_tuning
1,saad,2024-07-25 23:45:49.572793,0.5914,2.597811460494995,4e-05,2.0,2138,0.5856336355209351,0.08436523968200914,4.2711,244.201,30.672,2138,google/electra-base-discriminator,glue,cola,True,prompt_tuning
2,saad,2024-07-25 23:45:49.572793,0.5897,3.9858810901641846,3.5e-05,3.0,3207,0.5809082984924316,0.09880713725897596,4.2471,245.579,30.845,3207,google/electra-base-discriminator,glue,cola,True,prompt_tuning
3,saad,2024-07-25 23:45:49.572793,0.5869,5.56525993347168,3e-05,4.0,4276,0.6148366928100586,0.025690322354642595,4.2488,245.48,30.832,4276,google/electra-base-discriminator,glue,cola,True,prompt_tuning
4,saad,2024-07-25 23:45:49.572793,0.583,3.2028026580810547,2.5e-05,5.0,5345,0.5828883051872253,0.09359448780077476,4.2556,245.089,30.783,5345,google/electra-base-discriminator,glue,cola,True,prompt_tuning
5,saad,2024-07-25 23:45:49.572793,0.5811,3.8982934951782227,2e-05,6.0,6414,0.5725409388542175,0.1400546339527412,4.2486,245.492,30.834,6414,google/electra-base-discriminator,glue,cola,True,prompt_tuning
6,saad,2024-07-25 23:45:49.572793,0.5795,3.701176166534424,1.5e-05,7.0,7483,0.5680611729621887,0.1495838030472584,4.2588,244.902,30.759,7483,google/electra-base-discriminator,glue,cola,True,prompt_tuning
7,saad,2024-07-25 23:45:49.572793,0.5802,3.4108645915985107,1e-05,8.0,8552,0.5649858713150024,0.17458876062413584,4.262,244.721,30.737,8552,google/electra-base-discriminator,glue,cola,True,prompt_tuning
8,saad,2024-07-25 23:45:49.572793,0.5749,3.37370228767395,5e-06,9.0,9621,0.56434565782547,0.1638524383778306,4.2601,244.827,30.75,9621,google/electra-base-discriminator,glue,cola,True,prompt_tuning
9,saad,2024-07-25 23:45:49.572793,0.5762,2.9251317977905273,0.0,10.0,10690,0.5656979084014893,0.14587123196363175,4.2534,245.213,30.799,10690,google/electra-base-discriminator,glue,cola,True,prompt_tuning
10,saad,2024-07-25 23:45:49.572793,0.5762,2.9251317977905273,0.0,10.0,10690,0.5656979084014893,0.14587123196363175,4.2591,244.889,30.758,10690,google/electra-base-discriminator,glue,cola,True,prompt_tuning
