,user_name,generated_on,train_loss,grad_norm,learning_rate,epoch,step_x,val_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,step_y,model_string,dataset_name,task_name,used_adapter,adapter_type
3,saad,2024-07-24 04:38:09.700854,0.6828,4.2101922035217285,3e-05,4.0,1248,0.6881074905395508,0.5090252707581228,1.1549,239.846,30.305,1248,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning
4,saad,2024-07-24 04:38:09.700854,0.6795,6.691491603851318,2.5e-05,5.0,1560,0.6845489740371704,0.555956678700361,1.1585,239.094,30.21,1560,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning
5,saad,2024-07-24 04:38:09.700854,0.6789,3.1774442195892334,2e-05,6.0,1872,0.6885584592819214,0.5234657039711191,1.1781,235.116,29.708,1872,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning
6,saad,2024-07-24 04:38:09.700854,0.677,4.346646308898926,1.5e-05,7.0,2184,0.6848778128623962,0.5631768953068592,1.152,240.446,30.381,2184,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning
7,saad,2024-07-24 04:38:09.700854,0.6746,3.7882564067840576,1e-05,8.0,2496,0.6858267188072205,0.5523465703971119,1.2028,230.301,29.099,2496,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning
8,saad,2024-07-24 04:38:09.700854,0.6742,3.5448684692382812,5e-06,9.0,2808,0.6857500672340393,0.5342960288808665,1.163,238.167,30.093,2808,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning
9,saad,2024-07-24 04:38:09.700854,0.671,3.3538055419921875,0.0,10.0,3120,0.6853083372116089,0.5523465703971119,1.1732,236.105,29.833,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning
10,saad,2024-07-24 04:38:09.700854,0.671,3.3538055419921875,0.0,10.0,3120,0.6853083372116089,0.5523465703971119,1.1617,238.439,30.128,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning
0,saad,2024-07-24 04:38:09.700854,0.7035,6.008903980255127,4.5e-05,1.0,312,0.6937932372093201,0.4729241877256318,1.3323,207.919,26.271,312,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
1,saad,2024-07-24 04:38:09.700854,0.6949,11.303603172302246,4e-05,2.0,624,0.6887799501419067,0.5270758122743683,1.3515,204.96,25.897,624,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
2,saad,2024-07-24 04:38:09.700854,0.6832,11.21589183807373,3.5e-05,3.0,936,0.7094781398773193,0.5631768953068592,1.3532,204.699,25.864,936,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
3,saad,2024-07-24 04:38:09.700854,0.649,7.153481960296631,3e-05,4.0,1248,0.7326229810714722,0.5740072202166066,1.3025,212.673,26.872,1248,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
4,saad,2024-07-24 04:38:09.700854,0.5495,22.12255859375,2.5e-05,5.0,1560,0.8084981441497803,0.5776173285198556,1.2945,213.976,27.037,1560,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
5,saad,2024-07-24 04:38:09.700854,0.4621,14.178839683532715,2e-05,6.0,1872,0.8874188661575317,0.5740072202166066,1.3072,211.901,26.775,1872,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
6,saad,2024-07-24 04:38:09.700854,0.3569,14.632986068725586,1.5e-05,7.0,2184,1.183518648147583,0.555956678700361,1.2892,214.861,27.148,2184,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
7,saad,2024-07-24 04:38:09.700854,0.2926,1.0213550329208374,1e-05,8.0,2496,1.5986096858978271,0.5379061371841155,1.3006,212.984,26.911,2496,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
8,saad,2024-07-24 04:38:09.700854,0.2357,1.5536136627197266,5e-06,9.0,2808,1.8028874397277832,0.5776173285198556,1.2859,215.408,27.218,2808,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
9,saad,2024-07-24 04:38:09.700854,0.1839,0.13889193534851074,0.0,10.0,3120,1.9870927333831787,0.5631768953068592,1.281,216.239,27.323,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
10,saad,2024-07-24 04:38:09.700854,0.1839,0.13889193534851074,0.0,10.0,3120,1.9870927333831787,0.5631768953068592,1.2964,213.671,26.998,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter
0,saad,2024-07-24 04:38:09.700854,0.6992,7.362884044647217,4.5e-05,1.0,312,0.6876220703125,0.4981949458483754,1.1822,234.307,29.606,312,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
1,saad,2024-07-24 04:38:09.700854,0.6891,5.003902435302734,4e-05,2.0,624,0.7057353854179382,0.48014440433212996,1.1438,242.169,30.599,624,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
2,saad,2024-07-24 04:38:09.700854,0.679,6.291520595550537,3.5e-05,3.0,936,0.6855933666229248,0.5631768953068592,1.1739,235.964,29.815,936,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
3,saad,2024-07-24 04:38:09.700854,0.6787,3.4594125747680664,3e-05,4.0,1248,0.6856535077095032,0.5234657039711191,1.1292,245.315,30.997,1248,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
4,saad,2024-07-24 04:38:09.700854,0.6697,6.529997825622559,2.5e-05,5.0,1560,0.6826958656311035,0.5740072202166066,1.1803,234.693,29.654,1560,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
5,saad,2024-07-24 04:38:09.700854,0.6708,3.782299757003784,2e-05,6.0,1872,0.686961829662323,0.5306859205776173,1.1471,241.488,30.513,1872,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
6,saad,2024-07-24 04:38:09.700854,0.6678,3.7435898780822754,1.5e-05,7.0,2184,0.6833270788192749,0.5812274368231047,1.1675,237.263,29.979,2184,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
7,saad,2024-07-24 04:38:09.700854,0.6685,4.440959930419922,1e-05,8.0,2496,0.6847517490386963,0.5306859205776173,1.1407,242.832,30.683,2496,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
8,saad,2024-07-24 04:38:09.700854,0.6672,3.8141098022460938,5e-06,9.0,2808,0.6846527457237244,0.5451263537906137,1.1789,234.974,29.69,2808,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
9,saad,2024-07-24 04:38:09.700854,0.6618,3.41272234916687,0.0,10.0,3120,0.6844426989555359,0.5631768953068592,1.1334,244.391,30.88,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
10,saad,2024-07-24 04:38:09.700854,0.6618,3.41272234916687,0.0,10.0,3120,0.6844426989555359,0.5631768953068592,1.1409,242.78,30.676,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus
0,saad,2024-07-24 04:38:09.700854,0.6984,6.553239822387695,4.5e-05,1.0,312,0.6867378354072571,0.5451263537906137,1.3355,207.405,26.206,312,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
1,saad,2024-07-24 04:38:09.700854,0.6845,5.173686504364014,4e-05,2.0,624,0.6998653411865234,0.5126353790613718,1.2917,214.45,27.097,624,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
2,saad,2024-07-24 04:38:09.700854,0.6774,6.601214408874512,3.5e-05,3.0,936,0.6831951141357422,0.5884476534296029,1.286,215.39,27.215,936,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
3,saad,2024-07-24 04:38:09.700854,0.6602,3.90047287940979,3e-05,4.0,1248,0.6795851588249207,0.5848375451263538,1.294,214.072,27.049,1248,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
4,saad,2024-07-24 04:38:09.700854,0.6391,7.916253566741943,2.5e-05,5.0,1560,0.6871639490127563,0.5776173285198556,1.2874,215.163,27.187,1560,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
5,saad,2024-07-24 04:38:09.700854,0.6116,4.600119113922119,2e-05,6.0,1872,0.7013035416603088,0.6064981949458483,1.285,215.562,27.237,1872,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
6,saad,2024-07-24 04:38:09.700854,0.5886,9.54610538482666,1.5e-05,7.0,2184,0.7155869603157043,0.5848375451263538,1.2902,214.702,27.128,2184,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
7,saad,2024-07-24 04:38:09.700854,0.5717,14.521891593933105,1e-05,8.0,2496,0.7358990907669067,0.5992779783393501,1.2813,216.188,27.316,2496,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
8,saad,2024-07-24 04:38:09.700854,0.5491,14.578718185424805,5e-06,9.0,2808,0.7520232796669006,0.6101083032490975,1.2903,214.682,27.126,2808,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
9,saad,2024-07-24 04:38:09.700854,0.5405,8.635396957397461,0.0,10.0,3120,0.7495864033699036,0.5956678700361011,1.3738,201.633,25.477,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
10,saad,2024-07-24 04:38:09.700854,0.5405,8.635396957397461,0.0,10.0,3120,0.7495864033699036,0.5956678700361011,1.2881,215.042,27.171,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt
0,saad,2024-07-24 04:38:09.700854,0.6992,7.359288692474365,4.5e-05,1.0,312,0.6876184940338135,0.4981949458483754,1.1592,238.96,30.193,312,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
1,saad,2024-07-24 04:38:09.700854,0.6888,4.995227813720703,4e-05,2.0,624,0.7050367593765259,0.48375451263537905,1.1642,237.931,30.063,624,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
2,saad,2024-07-24 04:38:09.700854,0.6777,6.25825309753418,3.5e-05,3.0,936,0.6847354769706726,0.5703971119133574,1.1199,247.351,31.254,936,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
3,saad,2024-07-24 04:38:09.700854,0.6751,3.4693539142608643,3e-05,4.0,1248,0.6823065876960754,0.5451263537906137,1.1689,236.972,29.942,1248,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
4,saad,2024-07-24 04:38:09.700854,0.6628,6.297436714172363,2.5e-05,5.0,1560,0.6818342804908752,0.5884476534296029,1.1392,243.155,30.724,1560,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
5,saad,2024-07-24 04:38:09.700854,0.6598,3.983142614364624,2e-05,6.0,1872,0.6840555667877197,0.5703971119133574,1.1383,243.336,30.746,1872,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
6,saad,2024-07-24 04:38:09.700854,0.6521,3.7495083808898926,1.5e-05,7.0,2184,0.6822273135185242,0.5848375451263538,1.1321,244.684,30.917,2184,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
7,saad,2024-07-24 04:38:09.700854,0.6491,4.77114200592041,1e-05,8.0,2496,0.6824048161506653,0.5776173285198556,1.1344,244.188,30.854,2496,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
8,saad,2024-07-24 04:38:09.700854,0.646,4.153520584106445,5e-06,9.0,2808,0.6831110119819641,0.5848375451263538,1.1719,236.369,29.866,2808,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
9,saad,2024-07-24 04:38:09.700854,0.6389,3.6139535903930664,0.0,10.0,3120,0.682935893535614,0.5703971119133574,1.1287,245.407,31.008,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
10,saad,2024-07-24 04:38:09.700854,0.6389,3.6139535903930664,0.0,10.0,3120,0.682935893535614,0.5703971119133574,1.1242,246.391,31.132,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,lora
0,saad,2024-07-24 04:38:09.700854,0.6982,5.055505275726318,4.5e-05,1.0,312,0.6871089339256287,0.5631768953068592,1.2708,217.978,27.542,312,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
1,saad,2024-07-24 04:38:09.700854,0.6838,4.714578151702881,4e-05,2.0,624,0.6984724402427673,0.5306859205776173,1.2542,220.855,27.906,624,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
2,saad,2024-07-24 04:38:09.700854,0.6616,5.463579177856445,3.5e-05,3.0,936,0.6795756220817566,0.5776173285198556,1.2128,228.4,28.859,936,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
3,saad,2024-07-24 04:38:09.700854,0.6333,5.24999475479126,3e-05,4.0,1248,0.6805264353752136,0.6209386281588448,1.2187,227.289,28.719,1248,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
4,saad,2024-07-24 04:38:09.700854,0.5825,13.33190631866455,2.5e-05,5.0,1560,0.7245878577232361,0.5956678700361011,1.2643,219.092,27.683,1560,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
5,saad,2024-07-24 04:38:09.700854,0.5363,6.822150230407715,2e-05,6.0,1872,0.7410405278205872,0.5992779783393501,1.2295,225.287,28.466,1872,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
6,saad,2024-07-24 04:38:09.700854,0.4959,12.732897758483887,1.5e-05,7.0,2184,0.7447100877761841,0.6064981949458483,1.2167,227.664,28.766,2184,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
7,saad,2024-07-24 04:38:09.700854,0.4536,5.610073089599609,1e-05,8.0,2496,0.7984597086906433,0.5848375451263538,1.2251,226.11,28.57,2496,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
8,saad,2024-07-24 04:38:09.700854,0.434,10.975471496582031,5e-06,9.0,2808,0.8398242592811584,0.5812274368231047,1.2595,219.933,27.789,2808,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
9,saad,2024-07-24 04:38:09.700854,0.4057,2.4603960514068604,0.0,10.0,3120,0.8508196473121643,0.592057761732852,1.2284,225.498,28.492,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
10,saad,2024-07-24 04:38:09.700854,0.4057,2.4603960514068604,0.0,10.0,3120,0.8508196473121643,0.592057761732852,1.2552,220.679,27.884,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu
0,saad,2024-07-24 04:38:09.700854,0.6984,5.125626087188721,4.5e-05,1.0,312,0.6852057576179504,0.5487364620938628,1.2513,221.364,27.97,312,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
1,saad,2024-07-24 04:38:09.700854,0.6759,4.604573726654053,4e-05,2.0,624,0.6977306604385376,0.5487364620938628,1.2709,217.956,27.54,624,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
2,saad,2024-07-24 04:38:09.700854,0.6297,8.080801010131836,3.5e-05,3.0,936,0.6808711886405945,0.6101083032490975,1.2127,228.419,28.862,936,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
3,saad,2024-07-24 04:38:09.700854,0.566,7.618105411529541,3e-05,4.0,1248,0.7094844579696655,0.5848375451263538,1.2159,227.82,28.786,1248,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
4,saad,2024-07-24 04:38:09.700854,0.4739,16.395681381225586,2.5e-05,5.0,1560,0.8278284668922424,0.5956678700361011,1.2263,225.88,28.541,1560,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
5,saad,2024-07-24 04:38:09.700854,0.4065,7.391976356506348,2e-05,6.0,1872,0.890068531036377,0.6064981949458483,1.272,217.765,27.515,1872,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
6,saad,2024-07-24 04:38:09.700854,0.347,9.046701431274414,1.5e-05,7.0,2184,0.9403287768363953,0.6209386281588448,1.2213,226.81,28.658,2184,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
7,saad,2024-07-24 04:38:09.700854,0.2963,0.6572719812393188,1e-05,8.0,2496,1.1492249965667725,0.6064981949458483,1.2191,227.218,28.71,2496,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
8,saad,2024-07-24 04:38:09.700854,0.2691,0.9334396719932556,5e-06,9.0,2808,1.2664921283721924,0.592057761732852,1.23,225.201,28.455,2808,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
9,saad,2024-07-24 04:38:09.700854,0.2378,0.6822881102561951,0.0,10.0,3120,1.3004192113876343,0.5956678700361011,1.28,216.41,27.344,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
10,saad,2024-07-24 04:38:09.700854,0.2378,0.6822881102561951,0.0,10.0,3120,1.3004192113876343,0.5956678700361011,1.2292,225.354,28.474,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh
0,saad,2024-07-24 04:38:09.700854,0.6992,7.359169006347656,4.5e-05,1.0,312,0.687627375125885,0.4981949458483754,1.1358,243.886,30.816,312,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
1,saad,2024-07-24 04:38:09.700854,0.689,5.003396987915039,4e-05,2.0,624,0.7055354714393616,0.48375451263537905,1.1593,238.947,30.192,624,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
2,saad,2024-07-24 04:38:09.700854,0.6788,6.278087615966797,3.5e-05,3.0,936,0.6856503486633301,0.5631768953068592,1.116,248.201,31.361,936,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
3,saad,2024-07-24 04:38:09.700854,0.6783,3.460286855697632,3e-05,4.0,1248,0.6856581568717957,0.5270758122743683,1.1668,237.403,29.997,1248,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
4,saad,2024-07-24 04:38:09.700854,0.6691,6.51142692565918,2.5e-05,5.0,1560,0.6828235387802124,0.5740072202166066,1.1278,245.602,31.033,1560,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
5,saad,2024-07-24 04:38:09.700854,0.6701,3.7836835384368896,2e-05,6.0,1872,0.6869641542434692,0.5306859205776173,1.1292,245.315,30.997,1872,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
6,saad,2024-07-24 04:38:09.700854,0.667,3.7476463317871094,1.5e-05,7.0,2184,0.6834719777107239,0.5812274368231047,1.1473,241.436,30.506,2184,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
7,saad,2024-07-24 04:38:09.700854,0.6675,4.447944641113281,1e-05,8.0,2496,0.6848250031471252,0.5342960288808665,1.128,245.57,31.029,2496,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
8,saad,2024-07-24 04:38:09.700854,0.6663,3.813368558883667,5e-06,9.0,2808,0.6847965121269226,0.5451263537906137,1.1361,243.826,30.808,2808,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
9,saad,2024-07-24 04:38:09.700854,0.6608,3.4092166423797607,0.0,10.0,3120,0.6845939755439758,0.5667870036101083,1.1236,246.532,31.15,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
10,saad,2024-07-24 04:38:09.700854,0.6608,3.4092166423797607,0.0,10.0,3120,0.6845939755439758,0.5667870036101083,1.1468,241.547,30.52,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3
0,saad,2024-07-24 04:38:09.700854,0.6957,5.7558088302612305,4.5e-05,1.0,312,0.6941332817077637,0.4729241877256318,1.3145,210.724,26.626,312,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
1,saad,2024-07-24 04:38:09.700854,0.6859,3.0969996452331543,4e-05,2.0,624,0.6991105675697327,0.49097472924187724,1.3046,212.323,26.828,624,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
2,saad,2024-07-24 04:38:09.700854,0.6797,5.133372783660889,3.5e-05,3.0,936,0.6921399831771851,0.5523465703971119,1.3288,208.457,26.339,936,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
3,saad,2024-07-24 04:38:09.700854,0.6786,3.2656266689300537,3e-05,4.0,1248,0.6913509368896484,0.5126353790613718,1.3094,211.549,26.73,1248,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
4,saad,2024-07-24 04:38:09.700854,0.6737,5.242213249206543,2.5e-05,5.0,1560,0.6872509121894836,0.5595667870036101,1.3049,212.272,26.821,1560,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
5,saad,2024-07-24 04:38:09.700854,0.67,2.0847086906433105,2e-05,6.0,1872,0.6908921003341675,0.5342960288808665,1.3132,210.939,26.653,1872,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
6,saad,2024-07-24 04:38:09.700854,0.6711,3.134047508239746,1.5e-05,7.0,2184,0.6876809597015381,0.5487364620938628,1.3361,207.319,26.195,2184,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
7,saad,2024-07-24 04:38:09.700854,0.6692,2.225759267807007,1e-05,8.0,2496,0.6891841888427734,0.5270758122743683,1.3041,212.408,26.839,2496,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
8,saad,2024-07-24 04:38:09.700854,0.666,2.974579334259033,5e-06,9.0,2808,0.6894619464874268,0.5090252707581228,1.3034,212.514,26.852,2808,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
9,saad,2024-07-24 04:38:09.700854,0.664,2.536179304122925,0.0,10.0,3120,0.6893901228904724,0.516245487364621,1.2919,214.411,27.092,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
10,saad,2024-07-24 04:38:09.700854,0.664,2.536179304122925,0.0,10.0,3120,0.6893901228904724,0.516245487364621,1.3003,213.031,26.917,3120,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning
