,user_name,generated_on,train_loss,grad_norm,learning_rate,epoch,step_x,val_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,step_y,model_string,dataset_name,task_name,used_adapter,adapter_type
8,saad,2024-07-24 05:59:32.678355,0.3164,19.808229446411133,5e-06,9.0,2808,0.6293131113052368,0.7653429602888087,2.5679,107.869,13.63,2808,google/electra-base-discriminator,super_glue,rte,True,unipelt
9,saad,2024-07-24 05:59:32.678355,0.296,3.735808849334717,0.0,10.0,3120,0.7129091620445251,0.7436823104693141,2.5606,108.177,13.669,3120,google/electra-base-discriminator,super_glue,rte,True,unipelt
10,saad,2024-07-24 05:59:32.678355,0.296,3.735808849334717,0.0,10.0,3120,0.7129091620445251,0.7436823104693141,2.6561,104.288,13.177,3120,google/electra-base-discriminator,super_glue,rte,True,unipelt
0,saad,2024-07-24 05:59:32.678355,0.6884,5.854116916656494,4.5e-05,1.0,312,0.6669265627861023,0.5667870036101083,2.2427,123.514,15.606,312,google/electra-base-discriminator,super_glue,rte,True,lora
1,saad,2024-07-24 05:59:32.678355,0.655,4.505513668060303,4e-05,2.0,624,0.6611577272415161,0.6028880866425993,2.253,122.95,15.535,624,google/electra-base-discriminator,super_glue,rte,True,lora
2,saad,2024-07-24 05:59:32.678355,0.6269,7.279156684875488,3.5e-05,3.0,936,0.6378884315490723,0.6425992779783394,2.2087,125.415,15.847,936,google/electra-base-discriminator,super_glue,rte,True,lora
3,saad,2024-07-24 05:59:32.678355,0.6065,3.3230655193328857,3e-05,4.0,1248,0.6122132539749146,0.6462093862815884,2.2145,125.086,15.805,1248,google/electra-base-discriminator,super_glue,rte,True,lora
4,saad,2024-07-24 05:59:32.678355,0.5839,6.189995288848877,2.5e-05,5.0,1560,0.6102311611175537,0.6642599277978339,2.2174,124.922,15.784,1560,google/electra-base-discriminator,super_glue,rte,True,lora
5,saad,2024-07-24 05:59:32.678355,0.573,6.988044261932373,2e-05,6.0,1872,0.5908817648887634,0.6859205776173285,2.2243,124.533,15.735,1872,google/electra-base-discriminator,super_glue,rte,True,lora
6,saad,2024-07-24 05:59:32.678355,0.554,7.06837797164917,1.5e-05,7.0,2184,0.6040492653846741,0.6642599277978339,2.2222,124.654,15.75,2184,google/electra-base-discriminator,super_glue,rte,True,lora
7,saad,2024-07-24 05:59:32.678355,0.5356,2.767242431640625,1e-05,8.0,2496,0.5848616361618042,0.6859205776173285,2.2236,124.574,15.74,2496,google/electra-base-discriminator,super_glue,rte,True,lora
8,saad,2024-07-24 05:59:32.678355,0.5283,7.099915504455566,5e-06,9.0,2808,0.5752353668212891,0.7111913357400722,2.264,122.35,15.459,2808,google/electra-base-discriminator,super_glue,rte,True,lora
9,saad,2024-07-24 05:59:32.678355,0.528,4.826854228973389,0.0,10.0,3120,0.5782979726791382,0.7003610108303249,2.2543,122.874,15.526,3120,google/electra-base-discriminator,super_glue,rte,True,lora
10,saad,2024-07-24 05:59:32.678355,0.528,4.826854228973389,0.0,10.0,3120,0.5782979726791382,0.7003610108303249,2.2189,124.834,15.773,3120,google/electra-base-discriminator,super_glue,rte,True,lora
0,saad,2024-07-24 05:59:32.678355,0.6836,7.614789962768555,4.5e-05,1.0,312,0.6316182613372803,0.6534296028880866,2.4024,115.3,14.569,312,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
1,saad,2024-07-24 05:59:32.678355,0.5836,6.042545795440674,4e-05,2.0,624,0.5625540614128113,0.7509025270758123,2.4257,114.194,14.429,624,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
2,saad,2024-07-24 05:59:32.678355,0.4574,15.648054122924805,3.5e-05,3.0,936,0.4520258605480194,0.7942238267148014,2.4052,115.168,14.552,936,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
3,saad,2024-07-24 05:59:32.678355,0.3826,3.253106117248535,3e-05,4.0,1248,0.40890172123908997,0.8231046931407943,2.444,113.34,14.321,1248,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
4,saad,2024-07-24 05:59:32.678355,0.3255,36.469722747802734,2.5e-05,5.0,1560,0.45172491669654846,0.8375451263537906,2.4017,115.334,14.573,1560,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
5,saad,2024-07-24 05:59:32.678355,0.2812,18.334367752075195,2e-05,6.0,1872,0.5079512000083923,0.8483754512635379,2.4209,114.42,14.457,1872,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
6,saad,2024-07-24 05:59:32.678355,0.2259,0.021525489166378975,1.5e-05,7.0,2184,0.7405690550804138,0.8267148014440433,2.4078,115.044,14.536,2184,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
7,saad,2024-07-24 05:59:32.678355,0.2025,0.05621113255620003,1e-05,8.0,2496,0.7633289694786072,0.8122743682310469,2.4446,113.309,14.317,2496,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
8,saad,2024-07-24 05:59:32.678355,0.1927,50.78762435913086,5e-06,9.0,2808,0.7630370855331421,0.8339350180505415,2.4023,115.308,14.57,2808,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
9,saad,2024-07-24 05:59:32.678355,0.1708,0.01940874196588993,0.0,10.0,3120,0.7876916527748108,0.8267148014440433,2.4458,113.256,14.31,3120,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
10,saad,2024-07-24 05:59:32.678355,0.1708,0.01940874196588993,0.0,10.0,3120,0.7876916527748108,0.8267148014440433,2.4209,114.418,14.457,3120,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_relu
0,saad,2024-07-24 05:59:32.678355,0.6705,5.866262912750244,4.5e-05,1.0,312,0.6112006306648254,0.6750902527075813,2.4091,114.982,14.528,312,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
1,saad,2024-07-24 05:59:32.678355,0.5394,4.540897369384766,4e-05,2.0,624,0.5428887605667114,0.740072202166065,2.4453,113.279,14.313,624,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
2,saad,2024-07-24 05:59:32.678355,0.3842,11.898695945739746,3.5e-05,3.0,936,0.4785270690917969,0.8086642599277978,2.4031,115.266,14.564,936,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
3,saad,2024-07-24 05:59:32.678355,0.2705,44.14580154418945,3e-05,4.0,1248,0.8021682500839233,0.7870036101083032,2.4417,113.446,14.334,1248,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
4,saad,2024-07-24 05:59:32.678355,0.2025,100.33773040771484,2.5e-05,5.0,1560,0.8428405523300171,0.8194945848375451,2.3993,115.453,14.588,1560,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
5,saad,2024-07-24 05:59:32.678355,0.1552,1.732016921043396,2e-05,6.0,1872,0.9444507360458374,0.8158844765342961,2.4479,113.159,14.298,1872,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
6,saad,2024-07-24 05:59:32.678355,0.0995,0.0018736700294539332,1.5e-05,7.0,2184,1.205847978591919,0.8086642599277978,2.3997,115.432,14.585,2184,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
7,saad,2024-07-24 05:59:32.678355,0.0611,0.013323746621608734,1e-05,8.0,2496,1.2601455450057983,0.8194945848375451,2.4461,113.239,14.308,2496,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
8,saad,2024-07-24 05:59:32.678355,0.0597,29.392192840576172,5e-06,9.0,2808,1.3325979709625244,0.8050541516245487,2.4049,115.18,14.553,2808,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
9,saad,2024-07-24 05:59:32.678355,0.0609,1.0922081470489502,0.0,10.0,3120,1.3142513036727905,0.8050541516245487,2.471,112.1,14.164,3120,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
10,saad,2024-07-24 05:59:32.678355,0.0609,1.0922081470489502,0.0,10.0,3120,1.3142513036727905,0.8050541516245487,2.4117,114.857,14.513,3120,google/electra-base-discriminator,super_glue,rte,True,seq_bn_16_2_tanh
0,saad,2024-07-24 05:59:32.678355,0.6893,5.910920143127441,4.5e-05,1.0,312,0.671863317489624,0.5631768953068592,2.2171,124.937,15.786,312,google/electra-base-discriminator,super_glue,rte,True,ia3
1,saad,2024-07-24 05:59:32.678355,0.6656,4.804424285888672,4e-05,2.0,624,0.6823504567146301,0.5631768953068592,2.1858,126.727,16.012,624,google/electra-base-discriminator,super_glue,rte,True,ia3
2,saad,2024-07-24 05:59:32.678355,0.6527,6.68508768081665,3.5e-05,3.0,936,0.6632606983184814,0.6137184115523465,2.2046,125.644,15.876,936,google/electra-base-discriminator,super_glue,rte,True,ia3
3,saad,2024-07-24 05:59:32.678355,0.6473,3.4762187004089355,3e-05,4.0,1248,0.6519868969917297,0.6425992779783394,2.1915,126.397,15.971,1248,google/electra-base-discriminator,super_glue,rte,True,ia3
4,saad,2024-07-24 05:59:32.678355,0.6351,4.847964763641357,2.5e-05,5.0,1560,0.6486388444900513,0.592057761732852,2.2331,124.044,15.673,1560,google/electra-base-discriminator,super_glue,rte,True,ia3
5,saad,2024-07-24 05:59:32.678355,0.6348,3.8795361518859863,2e-05,6.0,1872,0.6484339237213135,0.6353790613718412,2.2397,123.68,15.627,1872,google/electra-base-discriminator,super_glue,rte,True,ia3
6,saad,2024-07-24 05:59:32.678355,0.629,2.943044424057007,1.5e-05,7.0,2184,0.6475943922996521,0.5956678700361011,2.1967,126.097,15.933,2184,google/electra-base-discriminator,super_glue,rte,True,ia3
7,saad,2024-07-24 05:59:32.678355,0.6221,3.42280912399292,1e-05,8.0,2496,0.6460723280906677,0.6028880866425993,2.1896,126.506,15.984,2496,google/electra-base-discriminator,super_glue,rte,True,ia3
8,saad,2024-07-24 05:59:32.678355,0.6196,3.7914204597473145,5e-06,9.0,2808,0.6448491215705872,0.6137184115523465,2.1937,126.272,15.955,2808,google/electra-base-discriminator,super_glue,rte,True,ia3
9,saad,2024-07-24 05:59:32.678355,0.6164,3.447005033493042,0.0,10.0,3120,0.6440175175666809,0.6137184115523465,2.2084,125.429,15.848,3120,google/electra-base-discriminator,super_glue,rte,True,ia3
10,saad,2024-07-24 05:59:32.678355,0.6164,3.447005033493042,0.0,10.0,3120,0.6440175175666809,0.6137184115523465,2.2233,124.592,15.743,3120,google/electra-base-discriminator,super_glue,rte,True,ia3
0,saad,2024-07-24 05:59:32.678355,0.7037,6.399853229522705,4.5e-05,1.0,312,0.6955235600471497,0.47653429602888087,2.572,107.699,13.608,312,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
1,saad,2024-07-24 05:59:32.678355,0.694,7.155977249145508,4e-05,2.0,624,0.7210727334022522,0.48736462093862815,2.5525,108.522,13.712,624,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
2,saad,2024-07-24 05:59:32.678355,0.6941,7.587524890899658,3.5e-05,3.0,936,0.6927010416984558,0.555956678700361,2.6119,106.054,13.4,936,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
3,saad,2024-07-24 05:59:32.678355,0.6926,5.556245803833008,3e-05,4.0,1248,0.7047445178031921,0.4729241877256318,2.5579,108.292,13.683,1248,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
4,saad,2024-07-24 05:59:32.678355,0.6912,7.9521803855896,2.5e-05,5.0,1560,0.6877023577690125,0.5451263537906137,2.6004,106.52,13.459,1560,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
5,saad,2024-07-24 05:59:32.678355,0.69,3.234980583190918,2e-05,6.0,1872,0.6862822771072388,0.5415162454873647,2.5504,108.61,13.723,1872,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
6,saad,2024-07-24 05:59:32.678355,0.6901,5.068510055541992,1.5e-05,7.0,2184,0.6848031878471375,0.5631768953068592,2.6116,106.065,13.402,2184,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
7,saad,2024-07-24 05:59:32.678355,0.6896,3.4866769313812256,1e-05,8.0,2496,0.6879306435585022,0.516245487364621,2.5542,108.45,13.703,2496,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
8,saad,2024-07-24 05:59:32.678355,0.6907,5.448957920074463,5e-06,9.0,2808,0.68818199634552,0.51985559566787,2.5861,107.109,13.534,2808,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
9,saad,2024-07-24 05:59:32.678355,0.6932,3.7509944438934326,0.0,10.0,3120,0.6859214901924133,0.5306859205776173,2.5431,108.922,13.763,3120,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
10,saad,2024-07-24 05:59:32.678355,0.6932,3.7509944438934326,0.0,10.0,3120,0.6859214901924133,0.5306859205776173,2.5417,108.982,13.77,3120,google/electra-base-discriminator,super_glue,rte,True,prompt_tuning
